id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,price_doc
10949,2013-10-03,38,20.0,18.0,22.0,1.0,2000.0,1.0,10.0,3.0,Investment,Mar'ino,6500000
10950,2013-10-03,63,,3.0,17.0,1.0,,2.0,0.0,,OwnerOccupier,Nekrasovka,5903808
10951,2013-10-03,19,13.0,2.0,5.0,2.0,1961.0,1.0,0.0,2.0,Investment,Sokolinaja Gora,3670000
10952,2013-10-03,70,70.0,1.0,1.0,6.0,2013.0,2.0,1.0,1.0,OwnerOccupier,Tverskoe,5850369
10953,2013-10-03,56,36.0,3.0,5.0,1.0,1965.0,3.0,5.0,2.0,Investment,Severnoe Tushino,4000000
10954,2013-10-03,38,,13.0,17.0,1.0,,1.0,7.0,,OwnerOccupier,Nekrasovka,4723318
10955,2013-10-03,79,,16.0,1.0,1.0,,3.0,1.0,,OwnerOccupier,Nekrasovka,7221456
10956,2013-10-03,65,39.0,9.0,12.0,1.0,1984.0,3.0,7.0,3.0,Investment,Golovinskoe,9300000
10957,2013-10-03,38,,6.0,17.0,1.0,,1.0,7.0,,OwnerOccupier,Nekrasovka,3958570
10958,2013-10-03,81,1.0,3.0,10.0,6.0,2016.0,3.0,14.0,2.0,OwnerOccupier,Mitino,10844900
10959,2013-10-03,58,29.0,4.0,17.0,4.0,2009.0,2.0,9.0,,Investment,Ljublino,1500000
10960,2013-10-03,50,50.0,1.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Krjukovo,5292000
10961,2013-10-03,63,60.0,6.0,17.0,1.0,2015.0,2.0,10.0,1.0,OwnerOccupier,Nekrasovka,5903808
10962,2013-10-03,29,17.0,9.0,9.0,2.0,1965.0,1.0,4.0,3.0,Investment,Dmitrovskoe,5000000
10963,2013-10-03,59,43.0,9.0,9.0,4.0,1972.0,3.0,6.0,2.0,Investment,Severnoe Butovo,7900000
10964,2013-10-03,57,33.0,22.0,25.0,1.0,2013.0,2.0,1.0,1.0,Investment,Ochakovo-Matveevskoe,11135145
10965,2013-10-03,43,27.0,4.0,9.0,1.0,1969.0,2.0,5.0,2.0,Investment,Pechatniki,6300000
10966,2013-10-03,76,45.0,12.0,16.0,1.0,1982.0,3.0,10.0,,Investment,Dmitrovskoe,9000000
10967,2013-10-03,43,,12.0,22.0,1.0,,1.0,1.0,,OwnerOccupier,Orehovo-Borisovo Severnoe,4498697
10968,2013-10-03,39,20.0,22.0,22.0,1.0,2003.0,1.0,10.0,3.0,Investment,Zjuzino,8500000
10969,2013-10-03,33,19.0,3.0,9.0,1.0,1971.0,1.0,6.0,2.0,Investment,Veshnjaki,990000
10970,2013-10-03,42,17.0,17.0,22.0,1.0,2001.0,1.0,10.0,3.0,Investment,Mar'ino,7000000
10971,2013-10-03,31,21.0,2.0,9.0,1.0,1960.0,1.0,5.0,3.0,Investment,Sviblovo,5800000
10972,2013-10-03,34,22.0,1.0,9.0,2.0,1964.0,2.0,6.0,2.0,Investment,Filevskij Park,5500000
10973,2013-10-03,40,18.0,3.0,12.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Filimonkovskoe,3362009
10974,2013-10-03,54,42.0,1.0,5.0,2.0,1961.0,3.0,5.0,3.0,Investment,Rostokino,8500000
10975,2013-10-04,62,,10.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Tverskoe,5789726
10976,2013-10-04,39,23.0,12.0,19.0,1.0,1967.0,2.0,7.0,3.0,Investment,Prospekt Vernadskogo,8300000
10977,2013-10-04,38,19.0,2.0,22.0,1.0,1998.0,1.0,10.0,3.0,Investment,Mar'ina Roshha,7500000
10978,2013-10-04,48,34.0,1.0,9.0,1.0,1971.0,3.0,5.0,,Investment,Chertanovo Juzhnoe,6200000
10979,2013-10-04,76,44.0,6.0,22.0,1.0,2001.0,3.0,10.0,3.0,Investment,Mar'ino,12100000
10980,2013-10-04,81,45.0,19.0,22.0,1.0,1994.0,3.0,9.0,3.0,Investment,Krjukovo,9000000
10981,2013-10-04,54,54.0,1.0,5.0,2.0,2013.0,2.0,10.0,1.0,OwnerOccupier,Troickij okrug,5033160
10982,2013-10-04,55,40.0,4.0,5.0,2.0,1963.0,3.0,5.0,2.0,Investment,Sokol'niki,9800000
10983,2013-10-04,40,26.0,2.0,9.0,2.0,1966.0,2.0,5.0,3.0,Investment,Tverskoe,7600000
10984,2013-10-04,42,26.0,2.0,9.0,2.0,1970.0,2.0,4.0,3.0,Investment,Horoshevo-Mnevniki,7500000
10985,2013-10-04,32,18.0,7.0,9.0,1.0,,1.0,6.0,3.0,Investment,Staroe Krjukovo,4100000
10986,2013-10-04,71,42.0,4.0,17.0,5.0,2005.0,3.0,8.0,,Investment,Lianozovo,10000000
10987,2013-10-04,45,,9.0,1.0,1.0,2013.0,1.0,1.0,,OwnerOccupier,Tverskoe,4416345
10988,2013-10-04,62,,5.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Moskovskij,5229316
10989,2013-10-04,31,18.0,1.0,5.0,2.0,1958.0,1.0,5.0,2.0,Investment,Sokolinaja Gora,1000000
10990,2013-10-04,85,,12.0,1.0,1.0,,3.0,1.0,,OwnerOccupier,Chertanovo Juzhnoe,12714900
10991,2013-10-04,37,19.0,5.0,16.0,1.0,1984.0,1.0,10.0,,Investment,Golovinskoe,1000000
10992,2013-10-04,32,18.0,8.0,9.0,1.0,1975.0,1.0,6.0,4.0,Investment,Bibirevo,5500000
10993,2013-10-04,73,43.0,2.0,14.0,1.0,1995.0,3.0,10.0,4.0,Investment,Mar'ino,11300000
10994,2013-10-04,39,37.0,11.0,12.0,6.0,2015.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,2675843
10995,2013-10-04,39,,17.0,17.0,1.0,,1.0,0.0,,OwnerOccupier,Nekrasovka,4061390
10996,2013-10-04,65,1.0,7.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Krjukovo,6595300
10997,2013-10-04,54,32.0,6.0,14.0,1.0,1993.0,2.0,8.0,2.0,Investment,Krjukovo,6630000
10998,2013-10-04,38,,4.0,4.0,6.0,2014.0,1.0,1.0,3.0,OwnerOccupier,Poselenie Filimonkovskoe,2533790
10999,2013-10-04,65,1.0,6.0,1.0,1.0,1.0,2.0,1.0,,OwnerOccupier,Poselenie Voskresenskoe,6176000
11000,2013-10-04,63,43.0,4.0,9.0,1.0,1978.0,3.0,6.0,2.0,Investment,Jasenevo,9100000
11001,2013-10-04,58,34.0,5.0,17.0,1.0,1998.0,2.0,10.0,3.0,Investment,Mar'ino,9400000
11002,2013-10-04,44,18.0,7.0,16.0,1.0,2005.0,1.0,11.0,3.0,Investment,Pechatniki,7850000
11003,2013-10-04,33,,23.0,25.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Sosenskoe,3813768
11004,2013-10-04,38,18.0,6.0,14.0,1.0,2006.0,1.0,7.0,3.0,Investment,Severnoe,5600000
11005,2013-10-04,45,29.0,3.0,5.0,1.0,1967.0,2.0,5.0,2.0,Investment,Ivanovskoe,5900000
11006,2013-10-04,36,17.0,3.0,12.0,1.0,1974.0,1.0,6.0,2.0,Investment,Bibirevo,6400000
11007,2013-10-04,40,,16.0,22.0,1.0,,1.0,1.0,,OwnerOccupier,Tverskoe,4317790
11008,2013-10-04,58,,5.0,17.0,1.0,,2.0,7.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,5500605
11009,2013-10-04,45,27.0,7.0,12.0,5.0,1970.0,2.0,5.0,,Investment,Solncevo,6600000
11010,2013-10-04,34,34.0,9.0,12.0,1.0,0.0,1.0,0.0,1.0,OwnerOccupier,Poselenie Desjonovskoe,3209306
11011,2013-10-05,38,19.0,10.0,16.0,5.0,1981.0,1.0,10.0,2.0,Investment,Zjuzino,6400000
11012,2013-10-05,35,14.0,9.0,12.0,1.0,1997.0,1.0,10.0,2.0,Investment,Novokosino,5300000
11013,2013-10-05,32,18.0,7.0,9.0,1.0,1972.0,1.0,6.0,3.0,Investment,Chertanovo Juzhnoe,5000000
11014,2013-10-05,78,42.0,5.0,22.0,6.0,2013.0,2.0,10.0,1.0,Investment,Juzhnoe Tushino,7250000
11015,2013-10-05,32,18.0,3.0,12.0,1.0,1971.0,1.0,6.0,2.0,Investment,Chertanovo Juzhnoe,5200000
11016,2013-10-05,38,19.0,4.0,17.0,1.0,1995.0,1.0,8.0,3.0,Investment,Ramenki,8200000
11017,2013-10-05,73,73.0,4.0,17.0,1.0,1996.0,3.0,10.0,3.0,Investment,Brateevo,5000000
11018,2013-10-05,40,18.0,19.0,24.0,1.0,2010.0,1.0,10.0,3.0,Investment,Kosino-Uhtomskoe,1000000
11019,2013-10-05,35,19.0,11.0,16.0,5.0,1981.0,1.0,9.0,3.0,Investment,Chertanovo Juzhnoe,5650000
11020,2013-10-05,14,13.0,5.0,5.0,2.0,1959.0,3.0,8.0,3.0,Investment,Ljublino,2500000
11021,2013-10-07,33,,10.0,25.0,1.0,1.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,3707000
11022,2013-10-07,77,77.0,7.0,1.0,1.0,,3.0,1.0,,OwnerOccupier,Krjukovo,7992800
11023,2013-10-07,46,,5.0,0.0,1.0,,1.0,0.0,,OwnerOccupier,Poselenie Sosenskoe,4755468
11024,2013-10-07,76,45.0,5.0,16.0,1.0,2003.0,3.0,10.0,2.0,Investment,Juzhnoe Butovo,2000000
11025,2013-10-07,42,19.0,7.0,10.0,1.0,2008.0,1.0,8.0,2.0,Investment,Juzhnoe Butovo,4950000
11026,2013-10-07,79,,2.0,0.0,1.0,,2.0,0.0,,OwnerOccupier,Donskoe,24785536
11027,2013-10-07,28,15.0,4.0,5.0,2.0,1965.0,1.0,5.0,3.0,Investment,Shhukino,6200000
11028,2013-10-07,53,32.0,2.0,17.0,1.0,1986.0,2.0,9.0,2.0,Investment,Krylatskoe,2500000
11029,2013-10-07,38,,16.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,4328140
11030,2013-10-07,43,28.0,1.0,14.0,1.0,,2.0,5.0,2.0,Investment,Mar'ina Roshha,8330000
11031,2013-10-07,48,20.0,6.0,30.0,4.0,2010.0,1.0,11.0,2.0,Investment,Zjuzino,8358158
11032,2013-10-07,44,28.0,5.0,5.0,1.0,1965.0,2.0,5.0,2.0,Investment,Perovo,990000
11033,2013-10-07,29,14.0,8.0,12.0,1.0,1975.0,1.0,7.0,2.0,Investment,Orehovo-Borisovo Juzhnoe,5200000
11034,2013-10-07,31,31.0,6.0,25.0,1.0,2013.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,3413300
11035,2013-10-07,53,35.0,2.0,9.0,1.0,1969.0,3.0,6.0,3.0,Investment,Taganskoe,9000000
11036,2013-10-07,62,62.0,16.0,1.0,1.0,2013.0,2.0,1.0,1.0,OwnerOccupier,Chertanovo Severnoe,10284187
11037,2013-10-07,53,30.0,5.0,12.0,1.0,1980.0,2.0,8.0,,Investment,Lianozovo,8700000
11038,2013-10-07,58,,6.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,5588850
11039,2013-10-07,37,22.0,4.0,9.0,1.0,1965.0,2.0,7.0,2.0,Investment,Bogorodskoe,990000
11040,2013-10-07,93,60.0,6.0,16.0,1.0,2003.0,4.0,10.0,3.0,Investment,Tverskoe,18300000
11041,2013-10-07,32,20.0,1.0,5.0,1.0,1964.0,1.0,5.0,3.0,Investment,Moskvorech'e-Saburovo,5100000
11042,2013-10-07,38,19.0,3.0,22.0,1.0,1995.0,1.0,9.0,3.0,Investment,Losinoostrovskoe,7000000
11043,2013-10-07,39,23.0,10.0,12.0,5.0,1969.0,2.0,6.0,2.0,Investment,Novogireevo,6600000
11044,2013-10-07,82,,9.0,1.0,1.0,2013.0,2.0,1.0,,OwnerOccupier,Tverskoe,8118380
11045,2013-10-07,74,74.0,2.0,1.0,1.0,2013.0,2.0,1.0,1.0,OwnerOccupier,Izmajlovo,12282502
11046,2013-10-07,77,50.0,4.0,5.0,2.0,1912.0,2.0,10.0,2.0,Investment,Sokol'niki,7360000
11047,2013-10-07,58,43.0,7.0,9.0,1.0,1973.0,3.0,6.0,,Investment,Birjulevo Zapadnoe,1000000
11048,2013-10-07,76,45.0,2.0,22.0,1.0,1988.0,3.0,9.0,,Investment,Jasenevo,12300000
11049,2013-10-07,52,31.0,13.0,17.0,1.0,1997.0,2.0,8.0,,Investment,Brateevo,7400000
11050,2013-10-07,54,21.0,3.0,19.0,2.0,2002.0,1.0,13.0,4.0,Investment,Koptevo,9750000
11051,2013-10-07,30,18.0,4.0,5.0,2.0,1963.0,1.0,5.0,2.0,Investment,Juzhnoportovoe,6800000
11052,2013-10-07,31,17.0,4.0,5.0,1.0,1966.0,1.0,5.0,3.0,Investment,Bogorodskoe,4700000
11053,2013-10-07,41,26.0,2.0,5.0,2.0,1967.0,2.0,5.0,2.0,Investment,Moskvorech'e-Saburovo,5800000
11054,2013-10-07,64,64.0,17.0,17.0,1.0,2013.0,2.0,1.0,1.0,OwnerOccupier,Ochakovo-Matveevskoe,5428864
11055,2013-10-07,25,16.0,2.0,5.0,2.0,1929.0,1.0,4.0,2.0,Investment,Hamovniki,7130000
11056,2013-10-07,55,35.0,2.0,9.0,2.0,1960.0,2.0,8.0,2.0,Investment,Begovoe,9750000
11057,2013-10-07,44,27.0,3.0,9.0,1.0,1968.0,2.0,6.0,3.0,Investment,Troparevo-Nikulino,7400000
11058,2013-10-07,47,27.0,5.0,9.0,1.0,1976.0,2.0,5.0,2.0,Investment,Gol'janovo,6200000
11059,2013-10-08,57,39.0,6.0,9.0,1.0,1973.0,3.0,6.0,3.0,Investment,Ivanovskoe,7950000
11060,2013-10-08,50,33.0,3.0,12.0,1.0,1974.0,2.0,6.0,3.0,Investment,Akademicheskoe,10400000
11061,2013-10-08,35,19.0,11.0,12.0,5.0,1971.0,1.0,9.0,2.0,Investment,Presnenskoe,6300000
11062,2013-10-08,40,26.0,6.0,9.0,2.0,1966.0,2.0,5.0,3.0,Investment,Horoshevo-Mnevniki,7500000
11063,2013-10-08,40,,14.0,17.0,6.0,,1.0,1.0,,OwnerOccupier,Poselenie Sosenskoe,3717900
11064,2013-10-08,73,42.0,17.0,17.0,1.0,2007.0,3.0,10.0,,Investment,Severnoe,9300000
11065,2013-10-08,36,20.0,11.0,12.0,5.0,1969.0,1.0,9.0,3.0,Investment,Vostochnoe Izmajlovo,5650000
11066,2013-10-08,38,19.0,14.0,22.0,1.0,1987.0,1.0,10.0,2.0,Investment,Novokosino,5250000
11067,2013-10-08,35,20.0,7.0,12.0,5.0,1967.0,1.0,9.0,3.0,Investment,Izmajlovo,6200000
11068,2013-10-08,64,43.0,5.0,9.0,1.0,1968.0,3.0,6.0,2.0,Investment,Ajeroport,10500000
11069,2013-10-08,35,19.0,2.0,14.0,5.0,1970.0,1.0,9.0,3.0,Investment,Ochakovo-Matveevskoe,3000000
11070,2013-10-08,113,70.0,5.0,11.0,2.0,1955.0,4.0,8.0,,Investment,Hamovniki,31000000
11071,2013-10-08,73,42.0,8.0,22.0,5.0,1988.0,3.0,8.0,3.0,Investment,Nagornoe,12600000
11072,2013-10-08,43,19.0,4.0,17.0,4.0,2013.0,1.0,1.0,1.0,OwnerOccupier,Poselenie Krasnopahorskoe,2832494
11073,2013-10-08,79,45.0,17.0,17.0,1.0,2007.0,3.0,12.0,3.0,Investment,Severnoe Medvedkovo,13800000
11074,2013-10-08,66,44.0,4.0,12.0,1.0,1973.0,3.0,7.0,3.0,Investment,Ivanovskoe,9300000
11075,2013-10-08,51,,15.0,1.0,1.0,,2.0,1.0,,OwnerOccupier,Nekrasovka,6113085
11076,2013-10-08,60,,24.0,25.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Moskovskij,5253388
11077,2013-10-08,31,21.0,1.0,9.0,5.0,1962.0,1.0,5.0,3.0,Investment,Ostankinskoe,5600000
11078,2013-10-08,63,,8.0,17.0,4.0,2013.0,2.0,10.0,1.0,OwnerOccupier,Krjukovo,6433700
11079,2013-10-08,42,28.0,9.0,9.0,1.0,1966.0,2.0,5.0,3.0,Investment,Zjuzino,7500000
11080,2013-10-08,37,19.0,9.0,17.0,1.0,1992.0,1.0,8.0,3.0,Investment,Vostochnoe Degunino,6000000
11081,2013-10-08,30,17.0,1.0,5.0,1.0,1966.0,1.0,5.0,3.0,Investment,Gol'janovo,3850000
11082,2013-10-08,62,,5.0,17.0,1.0,,2.0,1.0,,OwnerOccupier,Tverskoe,6453991
11083,2013-10-08,33,19.0,8.0,9.0,1.0,1973.0,1.0,6.0,2.0,Investment,Pechatniki,4950000
11084,2013-10-08,39,,2.0,1.0,1.0,,1.0,1.0,,OwnerOccupier,Nekrasovka,4138020
11085,2013-10-08,63,,16.0,17.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Nekrasovka,5903808
11086,2013-10-08,45,,10.0,1.0,1.0,,1.0,1.0,,OwnerOccupier,Poselenie Voskresenskoe,4331005
11087,2013-10-08,59,44.0,7.0,9.0,1.0,1972.0,3.0,6.0,2.0,Investment,Rjazanskij,1000000
11088,2013-10-08,132,76.0,16.0,28.0,4.0,2006.0,4.0,12.0,,Investment,Prospekt Vernadskogo,71200000
11089,2013-10-08,35,14.0,3.0,17.0,1.0,2000.0,1.0,9.0,2.0,Investment,Veshnjaki,5200000
11090,2013-10-08,66,,4.0,1.0,6.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Vnukovskoe,6631999
11091,2013-10-08,78,43.0,5.0,17.0,1.0,2011.0,3.0,12.0,2.0,Investment,Gol'janovo,2000000
11092,2013-10-08,43,29.0,4.0,9.0,2.0,1965.0,2.0,5.0,2.0,Investment,Tekstil'shhiki,6250000
11093,2013-10-08,79,1.0,15.0,17.0,1.0,,3.0,12.0,1.0,OwnerOccupier,Nagornoe,7221456
11094,2013-10-08,62,38.0,6.0,9.0,1.0,1971.0,3.0,8.0,3.0,Investment,Ljublino,2000000
11095,2013-10-09,38,,9.0,1.0,1.0,,1.0,1.0,,OwnerOccupier,Nekrasovka,4328140
11096,2013-10-09,37,19.0,9.0,10.0,1.0,1994.0,1.0,8.0,2.0,Investment,Vyhino-Zhulebino,5750000
11097,2013-10-09,79,,11.0,1.0,1.0,,3.0,1.0,,OwnerOccupier,Nekrasovka,7221456
11098,2013-10-09,34,20.0,15.0,17.0,1.0,2014.0,1.0,9.0,1.0,OwnerOccupier,Chertanovo Central'noe,6475650
11099,2013-10-09,93,77.0,10.0,39.0,4.0,2009.0,1.0,5.0,3.0,Investment,Tverskoe,2750000
11100,2013-10-09,60,33.0,17.0,17.0,1.0,1983.0,2.0,10.0,3.0,Investment,Birjulevo Vostochnoe,7400000
11101,2013-10-09,42,24.0,3.0,9.0,1.0,1982.0,2.0,7.0,2.0,Investment,Poselenie Shherbinka,3000000
11102,2013-10-09,34,18.0,10.0,22.0,1.0,1987.0,1.0,9.0,2.0,Investment,Silino,4900000
11103,2013-10-09,62,,14.0,0.0,6.0,,1.0,0.0,,OwnerOccupier,Poselenie Vnukovskoe,6084754
11104,2013-10-09,45,27.0,3.0,9.0,1.0,1970.0,2.0,6.0,1.0,Investment,Troparevo-Nikulino,6000000
11105,2013-10-09,32,19.0,3.0,5.0,1.0,1965.0,1.0,5.0,2.0,Investment,Caricyno,1000000
11106,2013-10-09,114,67.0,6.0,17.0,2.0,2012.0,3.0,16.0,1.0,Investment,Kuncevo,14700000
11107,2013-10-09,67,,3.0,15.0,4.0,2013.0,3.0,1.0,1.0,OwnerOccupier,Zapadnoe Degunino,4040750
11108,2013-10-09,62,35.0,7.0,8.0,2.0,1962.0,2.0,8.0,3.0,Investment,Juzhnoportovoe,11150000
11109,2013-10-09,53,53.0,2.0,14.0,1.0,,2.0,10.0,1.0,OwnerOccupier,Poselenie Desjonovskoe,4600514
11110,2013-10-09,52,,14.0,1.0,1.0,2013.0,2.0,1.0,,OwnerOccupier,Nekrasovka,5580410
11111,2013-10-09,75,,14.0,14.0,1.0,,2.0,1.0,,OwnerOccupier,Poselenie Sosenskoe,6091200
11112,2013-10-09,52,30.0,8.0,14.0,1.0,1992.0,2.0,8.0,3.0,Investment,Mar'ino,8100000
11113,2013-10-09,45,18.0,16.0,1.0,4.0,,1.0,1.0,,OwnerOccupier,Poselenie Voskresenskoe,4395010
11114,2013-10-09,36,17.0,7.0,16.0,1.0,2003.0,1.0,10.0,3.0,Investment,Juzhnoe Butovo,5450000
11115,2013-10-09,74,74.0,5.0,1.0,1.0,2013.0,2.0,1.0,1.0,OwnerOccupier,Izmajlovo,13386350
11116,2013-10-09,77,46.0,16.0,17.0,1.0,2005.0,3.0,10.0,2.0,Investment,Levoberezhnoe,11900000
11117,2013-10-09,35,21.0,6.0,9.0,1.0,1972.0,1.0,6.0,3.0,Investment,Jakimanka,7500000
11118,2013-10-09,74,47.0,2.0,5.0,2.0,1929.0,3.0,11.0,,Investment,Hamovniki,15500000
11119,2013-10-09,165,165.0,3.0,0.0,4.0,2013.0,4.0,0.0,3.0,OwnerOccupier,Obruchevskoe,20751018
11120,2013-10-09,41,21.0,3.0,14.0,1.0,1994.0,1.0,8.0,2.0,Investment,Krjukovo,1000000
11121,2013-10-09,64,44.0,7.0,12.0,1.0,1973.0,3.0,7.0,2.0,Investment,Ivanovskoe,8650000
11122,2013-10-09,59,38.0,7.0,9.0,1.0,1973.0,3.0,6.0,3.0,Investment,Izmajlovo,8500000
11123,2013-10-09,38,17.0,6.0,25.0,1.0,2010.0,1.0,10.0,1.0,Investment,Otradnoe,3831650
11124,2013-10-09,51,30.0,5.0,17.0,1.0,2012.0,2.0,9.0,3.0,Investment,Golovinskoe,6492500
11125,2013-10-09,61,29.0,12.0,1.0,4.0,2014.0,2.0,10.0,1.0,OwnerOccupier,Poselenie Voskresenskoe,5294700
11126,2013-10-09,53,32.0,6.0,16.0,1.0,1982.0,2.0,9.0,,Investment,Troparevo-Nikulino,10000000
11127,2013-10-09,84,52.0,15.0,17.0,1.0,2012.0,3.0,10.0,3.0,Investment,Juzhnoe Tushino,12682500
11128,2013-10-09,41,21.0,1.0,9.0,1.0,1999.0,1.0,8.0,3.0,Investment,Mar'ino,5000000
11129,2013-10-09,46,44.0,5.0,25.0,6.0,2015.0,1.0,1.0,3.0,OwnerOccupier,Nekrasovka,4740002
11130,2013-10-09,47,30.0,2.0,9.0,1.0,1977.0,2.0,6.0,2.0,Investment,Kuncevo,6500000
11131,2013-10-09,37,,16.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Tverskoe,4024577
11132,2013-10-09,47,29.0,12.0,12.0,5.0,1976.0,2.0,9.0,2.0,Investment,Orehovo-Borisovo Severnoe,7000000
11133,2013-10-09,49,29.0,1.0,9.0,1.0,2000.0,2.0,8.0,2.0,Investment,Juzhnoe Butovo,6300000
11134,2013-10-09,95,64.0,4.0,9.0,1.0,1972.0,4.0,8.0,2.0,Investment,Kon'kovo,12000000
11135,2013-10-10,38,19.0,10.0,16.0,1.0,1982.0,1.0,8.0,2.0,Investment,Nagatinskij Zaton,1000000
11136,2013-10-10,42,26.0,2.0,5.0,1.0,1964.0,2.0,5.0,3.0,Investment,Caricyno,6200000
11137,2013-10-10,66,43.0,6.0,6.0,2.0,1967.0,2.0,7.0,,Investment,Zamoskvorech'e,11500000
11138,2013-10-10,38,,15.0,17.0,1.0,2013.0,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,4462000
11139,2013-10-10,58,34.0,12.0,16.0,1.0,1981.0,2.0,10.0,2.0,Investment,Zjuzino,10100000
11140,2013-10-10,75,73.0,7.0,17.0,1.0,1985.0,3.0,10.0,3.0,Investment,Ramenki,15500000
11141,2013-10-10,99,70.0,2.0,5.0,2.0,1957.0,4.0,9.0,3.0,Investment,Lefortovo,13000000
11142,2013-10-10,79,,18.0,25.0,1.0,2013.0,3.0,1.0,3.0,OwnerOccupier,Nagornoe,14249084
11143,2013-10-10,55,34.0,1.0,4.0,2.0,1951.0,3.0,7.0,2.0,Investment,Ajeroport,9400000
11144,2013-10-10,32,18.0,7.0,9.0,1.0,1978.0,1.0,6.0,2.0,Investment,Vostochnoe Degunino,5200000
11145,2013-10-10,32,18.0,5.0,9.0,1.0,1974.0,1.0,6.0,3.0,Investment,Orehovo-Borisovo Juzhnoe,4750000
11146,2013-10-10,31,18.0,3.0,5.0,2.0,1966.0,1.0,5.0,2.0,Investment,Savelovskoe,5950000
11147,2013-10-10,39,21.0,4.0,12.0,1.0,1974.0,1.0,8.0,3.0,Investment,Orehovo-Borisovo Severnoe,6800000
11148,2013-10-10,67,44.0,7.0,14.0,1.0,1970.0,3.0,8.0,2.0,Investment,Hovrino,9800000
11149,2013-10-10,113,62.0,6.0,14.0,2.0,2008.0,3.0,14.0,4.0,Investment,Losinoostrovskoe,20000000
11150,2013-10-10,43,29.0,1.0,9.0,1.0,1968.0,2.0,5.0,2.0,Investment,Taganskoe,5400000
11151,2013-10-10,35,19.0,12.0,12.0,1.0,1972.0,1.0,10.0,2.0,Investment,Preobrazhenskoe,5700000
11152,2013-10-10,45,30.0,4.0,12.0,1.0,1973.0,2.0,6.0,3.0,Investment,Birjulevo Zapadnoe,5500000
11153,2013-10-10,33,15.0,4.0,16.0,1.0,2003.0,1.0,7.0,3.0,Investment,Juzhnoe Butovo,5350000
11154,2013-10-10,72,43.0,3.0,14.0,4.0,2010.0,3.0,10.0,2.0,Investment,Juzhnoe Butovo,8990000
11155,2013-10-10,58,44.0,9.0,9.0,1.0,1971.0,3.0,5.0,2.0,Investment,Birjulevo Vostochnoe,6900000
11156,2013-10-10,43,29.0,2.0,2.0,1.0,1959.0,2.0,6.0,2.0,Investment,Horoshevo-Mnevniki,6500000
11157,2013-10-10,45,29.0,8.0,12.0,1.0,1972.0,2.0,6.0,3.0,Investment,Kon'kovo,8000000
11158,2013-10-10,55,,3.0,25.0,1.0,,3.0,1.0,1.0,OwnerOccupier,Zapadnoe Degunino,5625700
11159,2013-10-10,74,,5.0,0.0,1.0,,3.0,0.0,,OwnerOccupier,Severnoe Tushino,14857740
11160,2013-10-10,43,1.0,13.0,13.0,6.0,,1.0,40.0,1.0,OwnerOccupier,Mitino,6600879
11161,2013-10-10,30,16.0,5.0,5.0,2.0,1959.0,1.0,5.0,3.0,Investment,Lefortovo,6000000
11162,2013-10-11,38,37.0,6.0,17.0,1.0,1989.0,1.0,8.0,3.0,Investment,Novo-Peredelkino,3250000
11163,2013-10-11,72,1.0,2.0,25.0,1.0,,2.0,1.0,1.0,OwnerOccupier,Poselenie Sosenskoe,5944321
11164,2013-10-11,43,29.0,1.0,5.0,2.0,1964.0,2.0,5.0,2.0,Investment,Sokolinaja Gora,5500000
11165,2013-10-11,68,45.0,5.0,5.0,2.0,1953.0,3.0,6.0,2.0,Investment,Mozhajskoe,9200000
11166,2013-10-11,40,,14.0,17.0,1.0,,1.0,1.0,,OwnerOccupier,Kapotnja,4667440
11167,2013-10-11,41,25.0,4.0,5.0,2.0,1962.0,2.0,5.0,2.0,Investment,Mozhajskoe,6100000
11168,2013-10-11,43,18.0,14.0,23.0,1.0,2005.0,1.0,10.0,2.0,Investment,Rjazanskij,7800000
11169,2013-10-11,51,,1.0,4.0,1.0,2014.0,2.0,1.0,1.0,OwnerOccupier,Poselenie Filimonkovskoe,3042382
11170,2013-10-11,37,,10.0,17.0,1.0,,1.0,1.0,1.0,OwnerOccupier,Nekrasovka,4171970
11171,2013-10-11,30,18.0,5.0,5.0,2.0,1960.0,1.0,6.0,3.0,Investment,Ivanovskoe,1200000
11172,2013-10-11,107,64.0,17.0,23.0,1.0,2008.0,4.0,11.0,3.0,Investment,Rjazanskij,16400000
